hotel_name,city,priority_band,priority_score,website,phone,contact_status,factual_summary,subject_line,hook,give_first_insight,main_observed_issue,email_hook,micro_cta,primary_email_goal,proof_snippet,email_angle,cta_type,variant_id,test_batch,reply_outcome,personalization_line,give_first_line,relevance_line,low_friction_cta,proof_line,cold_email,followup_email,source_file
Suza,Bratislava,Medium-High,8.15,http://cuz.sk/,+421 915 846 345,Overené z raw vstupu: web aj telefón,Hotel: Suza | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.15) | Hodnotenie: 3.4/5 z 307 recenzií | Web: http://cuz.sk/ | Telefón: +421 915 846 345 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Suza: krátky postreh,Pozeral som sa na Suza v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Suza v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Suza v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.15), s hodnotením 3.4/5 z 307 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Suza v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.15), s hodnotením 3.4/5 z 307 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Suza.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Antares,Bratislava,Medium-High,8.14,http://www.hotelantares.sk/,+421 910 785 020,Overené z raw vstupu: web aj telefón,Hotel: Hotel Antares | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.14) | Hodnotenie: 4.4/5 z 575 recenzií | Web: http://www.hotelantares.sk/ | Telefón: +421 910 785 020 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Check-in od 14:00 / Check-out do 11:00 (Overené vo verejnom zdroji),Hotel Antares: krátky postreh,Pozeral som sa na Hotel Antares v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Antares v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Hotel Antares v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.14), s hodnotením 4.4/5 z 575 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Hotel Antares v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.14), s hodnotením 4.4/5 z 575 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Antares.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
APLEND CITY Hotel Perugia,Bratislava,Medium-High,8.14,https://www.aplendcity.com/sk/hotel-perugia,+421 902 411 111,Overené z raw vstupu: web aj telefón,Hotel: APLEND CITY Hotel Perugia | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.14) | Hodnotenie: 4.5/5 z 488 recenzií | Web: https://www.aplendcity.com/sk/hotel-perugia | Telefón: +421 902 411 111 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),APLEND CITY Hotel Perugia: krátky postreh,Pozeral som sa na APLEND CITY Hotel Perugia v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na APLEND CITY Hotel Perugia v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na APLEND CITY Hotel Perugia v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.14), s hodnotením 4.5/5 z 488 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na APLEND CITY Hotel Perugia v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.14), s hodnotením 4.5/5 z 488 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre APLEND CITY Hotel Perugia.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
PREMIUM Business Hotel Bratislava,Bratislava,Medium-High,8.14,http://www.hotel-premium.sk/,+421 2/494 910 55,Overené z raw vstupu: web aj telefón,Hotel: PREMIUM Business Hotel Bratislava | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.14) | Hodnotenie: 4.4/5 z 1281 recenzií | Web: http://www.hotel-premium.sk/ | Telefón: +421 2/494 910 55 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),PREMIUM Business Hotel Bratislava: krátky postreh,Pozeral som sa na PREMIUM Business Hotel Bratislava v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na PREMIUM Business Hotel Bratislava v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na PREMIUM Business Hotel Bratislava v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.14), s hodnotením 4.4/5 z 1281 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na PREMIUM Business Hotel Bratislava v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.14), s hodnotením 4.4/5 z 1281 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre PREMIUM Business Hotel Bratislava.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Vienna House Easy Bratislava,Bratislava,Medium-High,8.13,https://www.wyndhamhotels.com/en-uk/vienna-house/bratislavaslovak-republic/vienna-house-easy-bratislava/overview?CID=LC:6qt7c54dekbf1g7:57416&iata=00093796,+421 2/322 991 00,Overené z raw vstupu: web aj telefón,Hotel: Vienna House Easy Bratislava | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.13) | Hodnotenie: 4.3/5 z 2338 recenzií | Web: https://www.wyndhamhotels.com/en-uk/vienna-house/bratislavaslovak-republic/vienna-house-easy-bratislava/overview?CID=LC:6qt7c54dekbf1g7:57416&iata=00093796 | Telefón: +421 2/322 991 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Vienna House Easy Bratislava: krátky postreh,Pozeral som sa na Vienna House Easy Bratislava v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Vienna House Easy Bratislava v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Vienna House Easy Bratislava v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.13), s hodnotením 4.3/5 z 2338 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Vienna House Easy Bratislava v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.13), s hodnotením 4.3/5 z 2338 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Vienna House Easy Bratislava.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Best Place Apartments,Bratislava,Medium-High,8.13,http://www.bestplace.city/,+421 905 111 123,Overené z raw vstupu: web aj telefón,Hotel: Best Place Apartments | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.13) | Hodnotenie: 4.3/5 z 611 recenzií | Web: http://www.bestplace.city/ | Telefón: +421 905 111 123 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Check-in od 15:00:00 / Check-out do 10:00:00 (Overené vo verejnom zdroji),Best Place Apartments: krátky postreh,Pozeral som sa na Best Place Apartments v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Best Place Apartments v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Best Place Apartments v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.13), s hodnotením 4.3/5 z 611 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Best Place Apartments v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.13), s hodnotením 4.3/5 z 611 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Best Place Apartments.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Dobrá Lipa,Vajnory,Medium-High,8.13,http://www.dobralipa.sk/,+421 948 115 179,Overené z raw vstupu: web aj telefón,Hotel: Dobrá Lipa | Mesto: Vajnory | Kategória: Wellness a masáže | Priorita: Medium-High (8.13) | Hodnotenie: 4.8/5 z 147 recenzií | Web: http://www.dobralipa.sk/ | Telefón: +421 948 115 179 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Dobrá Lipa: krátky postreh,Pozeral som sa na Dobrá Lipa v lokalite Vajnory.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Dobrá Lipa v lokalite Vajnory.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Dobrá Lipa v lokalite Vajnory.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Vajnory, s prioritou Medium-High (8.13), s hodnotením 4.8/5 z 147 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Dobrá Lipa v lokalite Vajnory.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Vajnory, s prioritou Medium-High (8.13), s hodnotením 4.8/5 z 147 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Dobrá Lipa.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Saffron,Bratislava,Medium-High,8.13,http://www.hotelsaffron.sk/,+421 2/212 993 01,Overené z raw vstupu: web aj telefón,Hotel: Hotel Saffron | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.13) | Hodnotenie: 4.3/5 z 2242 recenzií | Web: http://www.hotelsaffron.sk/ | Telefón: +421 2/212 993 01 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel Saffron: krátky postreh,Pozeral som sa na Hotel Saffron v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Saffron v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Hotel Saffron v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.13), s hodnotením 4.3/5 z 2242 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Hotel Saffron v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.13), s hodnotením 4.3/5 z 2242 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Saffron.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Ubytovňa Siesta,Bratislava,Medium-High,8.12,https://www.sie-sta.sk/,+421 910 379 471,Overené z raw vstupu: web aj telefón,Hotel: Ubytovňa Siesta | Mesto: Bratislava | Kategória: Kapsulový hotel | Priorita: Medium-High (8.12) | Hodnotenie: 3.8/5 z 244 recenzií | Web: https://www.sie-sta.sk/ | Telefón: +421 910 379 471 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Ubytovňa Siesta: krátky postreh,Pozeral som sa na Ubytovňa Siesta v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Ubytovňa Siesta v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Ubytovňa Siesta v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.12), s hodnotením 3.8/5 z 244 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Ubytovňa Siesta v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.12), s hodnotením 3.8/5 z 244 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Ubytovňa Siesta.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Elisabeth Old Town hotel,Bratislava,Medium-High,8.12,http://elisabeth.sk/,+421 948 636 260,Overené z raw vstupu: web aj telefón,Hotel: Elisabeth Old Town hotel | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.12) | Hodnotenie: 4.2/5 z 1049 recenzií | Web: http://elisabeth.sk/ | Telefón: +421 948 636 260 | Otváracie hodiny: Monday: 07:00-16:00; Tuesday: 07:00-16:00; Wednesday: 07:00-16:00; Thursday: 07:00-16:00; Friday: 07:00-16:00 (Overené vo verejnom zdroji) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Elisabeth Old Town hotel: krátky postreh,Pozeral som sa na Elisabeth Old Town hotel v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Elisabeth Old Town hotel v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Elisabeth Old Town hotel v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.12), s hodnotením 4.2/5 z 1049 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Elisabeth Old Town hotel v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.12), s hodnotením 4.2/5 z 1049 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Elisabeth Old Town hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Blue Bratislava,Bratislava,Medium-High,8.12,http://www.hotelblue.sk/,+421 907 971 016,Overené z raw vstupu: web aj telefón,Hotel: Hotel Blue Bratislava | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.12) | Hodnotenie: 4.2/5 z 646 recenzií | Web: http://www.hotelblue.sk/ | Telefón: +421 907 971 016 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel Blue Bratislava: krátky postreh,Pozeral som sa na Hotel Blue Bratislava v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Blue Bratislava v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Hotel Blue Bratislava v lokalite Bratislava.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.12), s hodnotením 4.2/5 z 646 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Hotel Blue Bratislava v lokalite Bratislava.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.12), s hodnotením 4.2/5 z 646 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Blue Bratislava.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel West,Nové Mesto,Medium-High,8.12,http://www.hotel-west.sk/,+421 948 907 835,Overené z raw vstupu: web aj telefón,Hotel: Hotel West | Mesto: Nové Mesto | Kategória: Hotel | Priorita: Medium-High (8.12) | Hodnotenie: 4.2/5 z 512 recenzií | Web: http://www.hotel-west.sk/ | Telefón: +421 948 907 835 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel West: krátky postreh,Pozeral som sa na Hotel West v lokalite Nové Mesto.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel West v lokalite Nové Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,Pozeral som sa na Hotel West v lokalite Nové Mesto.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Nové Mesto, s prioritou Medium-High (8.12), s hodnotením 4.2/5 z 512 recenzií.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Dobrý deň,

Pozeral som sa na Hotel West v lokalite Nové Mesto.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Nové Mesto, s prioritou Medium-High (8.12), s hodnotením 4.2/5 z 512 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel West.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
