account_id,record_rank,source_file,hotel_name,hotel_name_normalized,country_code,city,state,street,website,website_domain,phone,category_name,hotel_type_class,geography_fit,independent_chain_class,ownership_type,review_score,reviews_count,icp_fit_score,icp_fit_class,non_icp_but_keep,fit_confidence,confidence_reason,review_bucket,owner_gm_decision_cycle_signal,contact_discovery_likelihood,ota_visibility_signal,website_quality,chain_signal_confidence,contact_gap_reason,contact_gap_count,why_not_top_tier,rank_bucket,rank_bucket_reason,ranking_reason,ranking_score,priority_score,priority_band,dedupe_status,duplicate_group_id,contact_duplicate_flag,review_flag,review_reason,manual_merge_candidate,source_url,shortlist_reason
acc_dd2b3962bb99,31,raw_bratislava region_2026-04-01_21-01-58-857.csv,Centrum Salvator,centrum salvator,SK,Bratislava,,Jakubovo námestie 5/2557,http://www.centrumsalvator.sk/,centrumsalvator.sk,+421 950 507 258,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.6,599,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,87.27,8.73,High,unique,centrum salvator|bratislava|jakubovo n mestie 5 2557,no,no,,no,https://www.google.com/maps/search/?api=1&query=Centrum%20Salvator&query_place_id=ChIJxQ_dx0CJbEcRBMCxQgZNXpU,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_e50b2fab57fa,32,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Avance,hotel avance,SK,Bratislava,,Medená 7426,http://www.hotelavance.com/,hotelavance.com,+421 2/592 084 00,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.6,595,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,87.27,8.73,High,unique,hotel avance|bratislava|meden 7426,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Avance&query_place_id=ChIJNTLhdUKJbEcRvD6jOczmQFQ,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_8ab377da3881,33,raw_bratislava region_2026-04-01_21-01-58-857.csv,Lindner Hotel Bratislava - JDV by Hyatt,lindner hotel bratislava jdv by hyatt,SK,Bratislava,,Metodova 4,https://www.hyatt.com/en-US/hotel/slovakia/lindner-hotel-bratislava/btsjb?src=corp_lclb_google_seo_btsjb&utm_source=google&utm_medium=organic&utm_campaign=lmr,hyatt.com,+421 2/399 300 00,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.5,2286,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,87.25,8.72,High,unique,lindner hotel bratislava jdv by hyatt|bratislava|metodova 4,no,no,,no,https://www.google.com/maps/search/?api=1&query=Lindner%20Hotel%20Bratislava%20-%20JDV%20by%20Hyatt&query_place_id=ChIJB1_JvkqJbEcRcqX4FI8vSDY,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_a82e1f2b4c91,34,raw_bratislava region_2026-04-01_21-01-58-857.csv,Felicity Garni Hotel,felicity garni hotel,SK,Bratislava,,Hontianska 4,https://www.felicityhotel.sk/,felicityhotel.sk,+421 910 188 288,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.5,517,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,87.25,8.72,High,unique,felicity garni hotel|bratislava|hontianska 4,no,no,,no,https://www.google.com/maps/search/?api=1&query=Felicity%20Garni%20Hotel&query_place_id=ChIJZxQCozqJbEcRGo1DO2fvE7c,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_93467dcb7452,35,raw_bratislava region_2026-04-01_21-01-58-857.csv,APLEND CITY Hotel Perugia,aplend city hotel perugia,SK,Bratislava,,Zelená 5,https://www.aplendcity.com/sk/hotel-perugia,aplendcity.com,+421 902 411 111,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.5,488,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,87.23,8.72,High,unique,aplend city hotel perugia|bratislava|zelen 5,no,no,,no,https://www.google.com/maps/search/?api=1&query=APLEND%20CITY%20Hotel%20Perugia&query_place_id=ChIJSbTtzEKJbEcRquztrqKAz48,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_01c9416a7058,36,raw_bratislava region_2026-04-01_21-01-58-857.csv,PREMIUM Business Hotel Bratislava,premium business hotel bratislava,SK,Bratislava,,Priekopy 20/A,http://www.hotel-premium.sk/,hotel-premium.sk,+421 2/494 910 55,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.4,1281,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,87.23,8.72,High,unique,premium business hotel bratislava|bratislava|priekopy 20 a,no,no,,no,https://www.google.com/maps/search/?api=1&query=PREMIUM%20Business%20Hotel%20Bratislava&query_place_id=ChIJtzGAIs2ObEcRWMGtyyGbALI,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_0ad418a2610b,37,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Antares,hotel antares,SK,Bratislava,,Šulekova 1181/15,http://www.hotelantares.sk/,hotelantares.sk,+421 910 785 020,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.4,575,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,87.23,8.72,High,unique,hotel antares|bratislava|ulekova 1181 15,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Antares&query_place_id=ChIJEUb-euKLbEcRIfrsouCOctg,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_0b9e74ebf8ce,38,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Saffron,hotel saffron,SK,Bratislava,,Radlinského 27,http://www.hotelsaffron.sk/,hotelsaffron.sk,+421 2/212 993 01,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.3,2242,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,87.21,8.72,High,unique,hotel saffron|bratislava|radlinsk ho 27,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Saffron&query_place_id=ChIJnb2u5k6JbEcRnI_kXevzJsI,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_ebc53fbd2375,39,raw_bratislava region_2026-04-01_21-01-58-857.csv,Best Place Apartments,best place apartments,SK,Bratislava,,Námestie SNP 477/18 1,http://www.bestplace.city/,bestplace.city,+421 905 111 123,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.3,611,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,87.21,8.72,High,unique,best place apartments|bratislava|n mestie snp 477 18 1,no,no,,no,https://www.google.com/maps/search/?api=1&query=Best%20Place%20Apartments&query_place_id=ChIJP5f2Z0uJbEcRVAf_kscdri0,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_4779c770c35e,40,raw_bratislava region_2026-04-01_21-01-58-857.csv,Elisabeth Old Town hotel,elisabeth old town hotel,SK,Bratislava,,Klemensova 2523/2,http://elisabeth.sk/,elisabeth.sk,+421 948 636 260,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.2,1049,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,87.19,8.72,High,unique,elisabeth old town hotel|bratislava|klemensova 2523 2,no,no,,no,https://www.google.com/maps/search/?api=1&query=Elisabeth%20Old%20Town%20hotel&query_place_id=ChIJW6PZMkGJbEcRTriVh4Xjvos,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_4f77d75aefe8,41,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Blue Bratislava,hotel blue bratislava,SK,Bratislava,,Riazanská 38,http://www.hotelblue.sk/,hotelblue.sk,+421 907 971 016,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.2,646,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,87.19,8.72,High,unique,hotel blue bratislava|bratislava|riazansk 38,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Blue%20Bratislava&query_place_id=ChIJ1eDbG7mObEcRYqDxDNFfE6s,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_0f270138c8f3,42,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Nivy,hotel nivy,SK,Bratislava,,Liščie nivy 442,https://www.hotelnivy.sk/,hotelnivy.sk,+421 2/554 103 90,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.0,1450,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,87.15,8.72,High,unique,hotel nivy|bratislava|li ie nivy 442,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Nivy&query_place_id=ChIJIzgk68yObEcRngw6Th2OsNU,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_af55ee9fbbf0,43,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Brix,hotel brix,SK,Bratislava,,Stromová 12475/32,http://www.hotelbrix.sk/,hotelbrix.sk,+421 2/547 919 79,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.3,463,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,87.14,8.71,High,unique,hotel brix|bratislava|stromov 12475 32,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Brix&query_place_id=ChIJx_zeMQaMbEcR0tu7BDu8xV8,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_b46d93ac3322,44,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Taxis,hotel taxis,SK,Bratislava,,Jaskový rad 9,https://hoteltaxis.sk/,hoteltaxis.sk,+421 2/207 932 42,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,3.8,801,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,87.11,8.71,High,unique,hotel taxis|bratislava|jaskov rad 9,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Taxis&query_place_id=ChIJEys5X_-LbEcRkhv8ttvJVQg,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_b15d968573c3,45,raw_bratislava region_2026-04-01_21-01-58-857.csv,Mama's Design & Boutique Hotel,mama s design boutique hotel,SK,Bratislava,,Chorvátska 2701/2,http://www.hotelmamas.sk/,hotelmamas.sk,+421 2/502 691 00,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.5,412,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,87.07,8.71,High,unique,mama s design boutique hotel|bratislava|chorv tska 2701 2,no,no,,no,https://www.google.com/maps/search/?api=1&query=Mama's%20Design%20%26%20Boutique%20Hotel&query_place_id=ChIJZbFZRUiJbEcRLcNOGDJpOqw,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_93742abaeb2f,46,raw_bratislava region_2026-04-01_21-01-58-857.csv,BlueBell Hotel,bluebell hotel,SK,Bratislava,,Paulínyho 156/14,http://www.myhotel.sk/,myhotel.sk,+421 948 163 350,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.5,359,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,86.97,8.7,High,unique,bluebell hotel|bratislava|paul nyho 156 14,no,no,,no,https://www.google.com/maps/search/?api=1&query=BlueBell%20Hotel&query_place_id=ChIJ3xxQrzCJbEcRFpovKGwLGXM,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_5a7466dc0727,47,raw_bratislava region_2026-04-01_21-01-58-857.csv,Art Hotel William,art hotel william,SK,Bratislava,,Laurinská 17,http://www.arthotelwilliam.sk/,arthotelwilliam.sk,+421 2/598 891 11,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.2,380,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,86.95,8.7,High,unique,art hotel william|bratislava|laurinsk 17,no,no,,no,https://www.google.com/maps/search/?api=1&query=Art%20Hotel%20William&query_place_id=ChIJTTFfoUOJbEcRAG61dkGbfGQ,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_33a9ab4e3626,48,raw_bratislava region_2026-04-01_21-01-58-857.csv,BIVIO,bivio,SK,Bratislava,,Alstrova 6073/153,http://www.bivio.sk/,bivio.sk,+421 2/208 507 10,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.6,310,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,86.89,8.69,High,unique,bivio|bratislava|alstrova 6073 153,no,no,,no,https://www.google.com/maps/search/?api=1&query=BIVIO&query_place_id=ChIJs_ZjYc6PbEcRpIrTeozoteA,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_4da1f3a34476,49,raw_bratislava region_2026-04-01_21-01-58-857.csv,Apollo Hotel,apollo hotel,SK,Ružinov,,Dulovo námestie 1,http://www.apollohotel.sk/,apollohotel.sk,+421 903 231 893,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,4.4,3604,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,86.78,8.68,High,unique,apollo hotel|ru inov|dulovo n mestie 1,no,no,,no,https://www.google.com/maps/search/?api=1&query=Apollo%20Hotel&query_place_id=ChIJi8Rg1DCJbEcRNX5E39oAsGI,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_c3c3ea5d2881,50,raw_bratislava region_2026-04-01_21-01-58-857.csv,Mamaison Residence Sulekova Bratislava,mamaison residence sulekova bratislava,SK,Bratislava I,,Šulekova 1172/20,https://www.mamaisonsulekova.com/,mamaisonsulekova.com,+421 2/591 002 00,Hotel na predĺžený pobyt,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,4.3,604,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,86.76,8.68,High,unique,mamaison residence sulekova bratislava|bratislava i|ulekova 1172 20,no,no,,no,https://www.google.com/maps/search/?api=1&query=Mamaison%20Residence%20Sulekova%20Bratislava&query_place_id=ChIJg9fAMFmJbEcRxLqNu3BX9-g,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_fb5a5dbaf93e,51,raw_bratislava region_2026-04-01_21-01-58-857.csv,Garni Hotel DOCK,garni hotel dock,SK,Bratislava,,Páričkova 1,http://www.hoteldock.sk/,hoteldock.sk,+421 2/206 204 20,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.6,235,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,86.74,8.67,High,unique,garni hotel dock|bratislava|p ri kova 1,no,no,,no,https://www.google.com/maps/search/?api=1&query=Garni%20Hotel%20DOCK&query_place_id=ChIJSTRBIEqJbEcRnSJfdHh6Muk,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_b32f0d89f8bc,52,raw_bratislava region_2026-04-01_21-01-58-857.csv,BEIGLI Hotel & Garden,beigli hotel garden,SK,Bratislava,,Baštová 347/4,https://www.hotelbeigli.sk/,hotelbeigli.sk,+421 910 749 242,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.7,213,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,86.72,8.67,High,unique,beigli hotel garden|bratislava|ba tov 347 4,no,no,,no,https://www.google.com/maps/search/?api=1&query=BEIGLI%20Hotel%20%26%20Garden&query_place_id=ChIJZV_V61yJbEcRhJkhg7bSbrs,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_0a173f19a0df,53,raw_bratislava region_2026-04-01_21-01-58-857.csv,Wilson Palace Bratislava,wilson palace bratislava,SK,Bratislava,,Spojná,http://www.loftpremiumhotel.sk/,loftpremiumhotel.sk,+421 2/575 110 00,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.8,196,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,86.7,8.67,High,unique,wilson palace bratislava|bratislava|spojn,no,no,,no,https://www.google.com/maps/search/?api=1&query=Wilson%20Palace%20Bratislava&query_place_id=ChIJC4TRo1CJbEcRGs3ES5wzsd8,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_5cb4c5a96023,54,raw_bratislava region_2026-04-01_21-01-58-857.csv,Charming & Cozy by Ambiente,charming cozy by ambiente,SK,Bratislava,,Suché mýto 4,http://www.ambiente-apartments.com/,ambiente-apartments.com,+421 910 915 502,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.5,215,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,86.68,8.67,High,unique,charming cozy by ambiente|bratislava|such m to 4,no,no,,no,https://www.google.com/maps/search/?api=1&query=Charming%20%26%20Cozy%20by%20Ambiente&query_place_id=ChIJ82jBZFuJbEcRQJwvHeT2Kmk,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_7f2a7859ad35,55,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Hradná brána,hotel hradn br na,SK,Devín,,Muránska 1062/15,http://www.hradna-brana.sk/,hradna-brana.sk,+421 915 750 845,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,4.1,95,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,85.91,8.59,High,unique,hotel hradn br na|dev n|mur nska 1062 15,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Hradn%C3%A1%20br%C3%A1na&query_place_id=ChIJQapseE31bEcRNkBK1PwYIDw,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_4d02ea98ec47,56,raw_bratislava region_2026-04-01_21-01-58-857.csv,Penzión Carpatia,penzi n carpatia,SK,Záhorská Bystrica-Poľný mlyn,,Poľný mlyn 1,http://www.hotelcarpatia.sk/,hotelcarpatia.sk,+421 905 155 531,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,3.7,123,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,85.89,8.59,High,unique,penzi n carpatia|z horsk bystrica po n mlyn|po n mlyn 1,no,no,,no,https://www.google.com/maps/search/?api=1&query=Penzi%C3%B3n%20Carpatia&query_place_id=ChIJw6GqS47ybEcRIp8gOMxadRI,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_dae3fab10f42,57,raw_bratislava region_2026-04-01_21-01-58-857.csv,WELLNESS HEAVEN Bratislava,wellness heaven bratislava,SK,Bratislava,,Tomášikova 223/26,https://www.wellnessheaven.sk/,wellnessheaven.sk,+421 952 594 945,Wellness Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,4.0,4,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Basic,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,85.76,8.58,High,unique,wellness heaven bratislava|bratislava|tom ikova 223 26,no,no,,no,https://www.google.com/maps/search/?api=1&query=WELLNESS%20HEAVEN%20Bratislava&query_place_id=ChIJQUD79vaPbEcRCKQFZBjkxII,High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_a89c77686791,58,raw_bratislava region_2026-04-01_21-01-58-857.csv,Penzión Raki & Wellness,penzi n raki wellness,SK,Petržalka,,Kopčianska 82/D,http://www.penzion-bratislava-raki.com/,penzion-bratislava-raki.com,+421 911 747 667,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,3.8,305,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,84.67,8.47,Medium-High,unique,penzi n raki wellness|petr alka|kop ianska 82 d,no,no,,no,https://www.google.com/maps/search/?api=1&query=Penzi%C3%B3n%20Raki%20%26%20Wellness&query_place_id=ChIJz8cPg5qJbEcRcsWf5W8C2I4,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_43732431e8ac,59,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel Tatra,hotel tatra,SK,Staré Mesto,,Námestie 1. mája 5,http://www.hoteltatra.sk/,hoteltatra.sk,+421 2/592 721 11,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,4.3,2375,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,83.56,8.36,Medium-High,unique,hotel tatra|star mesto|n mestie 1 m ja 5,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Tatra&query_place_id=ChIJFzn-w1qJbEcRxCb6Dz80fGc,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
acc_ea35090fcd2d,60,raw_bratislava region_2026-04-01_21-01-58-857.csv,Radio Hotel Bratislava,radio hotel bratislava,SK,Bratislava,,Rádiová 4034/41,https://www.radiohotel.sk/,radiohotel.sk,+421 911 941 140,Hotel,Preferred hotel,Core geography,Independent candidate,Independent operator candidate,1.0,1,97.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Basic,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,83.55,8.36,Medium-High,unique,radio hotel bratislava|bratislava|r diov 4034 41,no,no,,no,https://www.google.com/maps/search/?api=1&query=Radio%20Hotel%20Bratislava&query_place_id=ChIJI08i78qPbEcRauu6MS9QLYc,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | core_geography
acc_8d1aabc46928,61,raw_bratislava region_2026-04-01_21-01-58-857.csv,Hotel SOREA REGIA Bratislava,hotel sorea regia bratislava,SK,Staré Mesto,,Kráľovské údolie 6,http://www.sorea.sk/regia,sorea.sk,+421 2/321 128 70,Hotel,Preferred hotel,In-country expansion,Independent candidate,Independent operator candidate,4.0,761,88.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,ready_ranked,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,top_tier_candidate,A,top_ranked,strong_icp_fit | independent_signal | preferred_hotel_type | has_website,83.5,8.35,Medium-High,unique,hotel sorea regia bratislava|star mesto|kr ovsk dolie 6,no,no,,no,https://www.google.com/maps/search/?api=1&query=Hotel%20SOREA%20REGIA%20Bratislava&query_place_id=ChIJtS-R_N2LbEcRxutd7kQLUZ0,Medium-High | A | strong_icp_fit | independent_signal | preferred_hotel_type | has_website
