account_id,hotel_name,city,subject_line,hook,personalization_line,give_first_line,relevance_line,proof_line,low_friction_cta,cold_email,followup_email,primary_email_goal,email_angle,cta_type,variant_id,test_batch,reply_outcome,ranking_score,priority_band,why_not_top_tier,rank_bucket,rank_bucket_reason,ranking_reason,review_bucket,review_flag,review_reason,active_icp_profile,source_file
acc_1af3327afca6,Checkers Resort & Conference Centre,Terrey Hills,Checkers Resort & Conference Centre: krátky postreh,Pozeral som sa na Checkers Resort & Conference Centre v lokalite Terrey Hills.,Pozeral som sa na Checkers Resort & Conference Centre v lokalite Terrey Hills.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Terrey Hills, s prioritou Medium (7.44), s hodnotením 3.7/5 z 264 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Checkers Resort & Conference Centre v lokalite Terrey Hills.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Terrey Hills, s prioritou Medium (7.44), s hodnotením 3.7/5 z 264 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Checkers Resort & Conference Centre.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,74.37,Medium,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_bfbf05dbd84f,Punthill Apartment Hotels | Norwest,Norwest,Punthill Apartment Hotels | Norwest: krátky postreh,Pozeral som sa na Punthill Apartment Hotels | Norwest v lokalite Norwest.,Pozeral som sa na Punthill Apartment Hotels | Norwest v lokalite Norwest.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Norwest, s prioritou Medium (7.42), s hodnotením 4.1/5 z 137 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Punthill Apartment Hotels | Norwest v lokalite Norwest.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Norwest, s prioritou Medium (7.42), s hodnotením 4.1/5 z 137 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Punthill Apartment Hotels | Norwest.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,74.19,Medium,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_d7ac2de6e992,Parkway Hotel,Frenchs Forest,Parkway Hotel: krátky postreh,Pozeral som sa na Parkway Hotel v lokalite Frenchs Forest.,Pozeral som sa na Parkway Hotel v lokalite Frenchs Forest.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Frenchs Forest, s prioritou Medium (7.42), s hodnotením 3.3/5 z 353 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Parkway Hotel v lokalite Frenchs Forest.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Frenchs Forest, s prioritou Medium (7.42), s hodnotením 3.3/5 z 353 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Parkway Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,74.17,Medium,geo_mismatch | phone_missing,B,geo_mismatch | phone_missing,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_68987c26bd89,Relaxin,Middle Dural,Relaxin: krátky postreh,Pozeral som sa na Relaxin v lokalite Middle Dural.,Pozeral som sa na Relaxin v lokalite Middle Dural.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Middle Dural, s prioritou Medium (7.4), s hodnotením 4.3/5 z 35 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Relaxin v lokalite Middle Dural.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Middle Dural, s prioritou Medium (7.4), s hodnotením 4.3/5 z 35 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Relaxin.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,74.03,Medium,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_c5612afb14a2,The Lodge Blacktown,Rooty Hill,The Lodge Blacktown: krátky postreh,Pozeral som sa na The Lodge Blacktown v lokalite Rooty Hill.,Pozeral som sa na The Lodge Blacktown v lokalite Rooty Hill.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Rooty Hill, s prioritou Medium (7.4), s hodnotením 4.2/5 z 37 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na The Lodge Blacktown v lokalite Rooty Hill.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Rooty Hill, s prioritou Medium (7.4), s hodnotením 4.2/5 z 37 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre The Lodge Blacktown.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,74.01,Medium,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_8e953d323791,Quality Apartments Castle Hill,Castle Hill,Quality Apartments Castle Hill: krátky postreh,Pozeral som sa na Quality Apartments Castle Hill v lokalite Castle Hill.,Pozeral som sa na Quality Apartments Castle Hill v lokalite Castle Hill.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Castle Hill, s prioritou Medium (7.4), s hodnotením 4.0/5 z 25 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Quality Apartments Castle Hill v lokalite Castle Hill.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Castle Hill, s prioritou Medium (7.4), s hodnotením 4.0/5 z 25 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Quality Apartments Castle Hill.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,73.95,Medium,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_2072ec7b168b,Plumpton Hotel,Glendenning,Plumpton Hotel: krátky postreh,Pozeral som sa na Plumpton Hotel v lokalite Glendenning.,Pozeral som sa na Plumpton Hotel v lokalite Glendenning.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Glendenning, s prioritou Medium (6.78), s hodnotením 3.9/5 z 551 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Plumpton Hotel v lokalite Glendenning.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Glendenning, s prioritou Medium (6.78), s hodnotením 3.9/5 z 551 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Plumpton Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,67.78,Medium,chain_signal | geo_mismatch,B,chain_signal | geo_mismatch,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,manual_review,yes,possible_chain | out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_a51c4a1421b7,Colonial Hotel,Werrington,Colonial Hotel: krátky postreh,Pozeral som sa na Colonial Hotel v lokalite Werrington.,Pozeral som sa na Colonial Hotel v lokalite Werrington.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Werrington, s prioritou Medium (6.74), s hodnotením 4.3/5 z 1118 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Colonial Hotel v lokalite Werrington.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Werrington, s prioritou Medium (6.74), s hodnotením 4.3/5 z 1118 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Colonial Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,67.36,Medium,geo_mismatch,B,geo_mismatch,review_fit | independent_signal | out_of_profile_geography | has_website,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_f89af8b01963,Dee Why Hotel,Dee Why,Dee Why Hotel: krátky postreh,Pozeral som sa na Dee Why Hotel v lokalite Dee Why.,Pozeral som sa na Dee Why Hotel v lokalite Dee Why.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Dee Why, s prioritou Medium (6.73), s hodnotením 4.2/5 z 1386 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Dee Why Hotel v lokalite Dee Why.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Dee Why, s prioritou Medium (6.73), s hodnotením 4.2/5 z 1386 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Dee Why Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,67.34,Medium,geo_mismatch,B,geo_mismatch,review_fit | independent_signal | out_of_profile_geography | has_website,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_f73d32cce994,Bella Vista Hotel,Bella Vista,Bella Vista Hotel: krátky postreh,Pozeral som sa na Bella Vista Hotel v lokalite Bella Vista.,Pozeral som sa na Bella Vista Hotel v lokalite Bella Vista.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bella Vista, s prioritou Medium (6.73), s hodnotením 4.1/5 z 3389 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Bella Vista Hotel v lokalite Bella Vista.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Bella Vista, s prioritou Medium (6.73), s hodnotením 4.1/5 z 3389 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Bella Vista Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,67.32,Medium,geo_mismatch,B,geo_mismatch,review_fit | independent_signal | out_of_profile_geography | has_website,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_cf3638bb6905,The Greengate Hotel,Killara,The Greengate Hotel: krátky postreh,Pozeral som sa na The Greengate Hotel v lokalite Killara.,Pozeral som sa na The Greengate Hotel v lokalite Killara.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Killara, s prioritou Medium (6.73), s hodnotením 4.1/5 z 1916 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na The Greengate Hotel v lokalite Killara.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Killara, s prioritou Medium (6.73), s hodnotením 4.1/5 z 1916 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre The Greengate Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,67.32,Medium,geo_mismatch,B,geo_mismatch,review_fit | independent_signal | out_of_profile_geography | has_website,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_3690acc80b5c,Ingenia Holidays Nepean River,Emu Plains,Ingenia Holidays Nepean River: krátky postreh,Pozeral som sa na Ingenia Holidays Nepean River v lokalite Emu Plains.,Pozeral som sa na Ingenia Holidays Nepean River v lokalite Emu Plains.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Emu Plains, s prioritou Medium (6.72), s hodnotením 3.8/5 z 448 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Ingenia Holidays Nepean River v lokalite Emu Plains.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Emu Plains, s prioritou Medium (6.72), s hodnotením 3.8/5 z 448 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Ingenia Holidays Nepean River.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,67.16,Medium,geo_mismatch,B,geo_mismatch,review_fit | independent_signal | out_of_profile_geography | has_website,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_ed7ca1394f41,Mullane's Hotel,Baulkham Hills,Mullane's Hotel: krátky postreh,Pozeral som sa na Mullane's Hotel v lokalite Baulkham Hills.,Pozeral som sa na Mullane's Hotel v lokalite Baulkham Hills.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Baulkham Hills, s prioritou Medium (6.68), s hodnotením 4.4/5 z 202 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Mullane's Hotel v lokalite Baulkham Hills.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Baulkham Hills, s prioritou Medium (6.68), s hodnotením 4.4/5 z 202 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Mullane's Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,66.78,Medium,geo_mismatch,B,geo_mismatch,review_fit | independent_signal | out_of_profile_geography | has_website,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_4ac34b0098ea,Blue Cattle Dog Hotel,St Clair,Blue Cattle Dog Hotel: krátky postreh,Pozeral som sa na Blue Cattle Dog Hotel v lokalite St Clair.,Pozeral som sa na Blue Cattle Dog Hotel v lokalite St Clair.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite St Clair, s prioritou Medium (6.57), s hodnotením 4.1/5 z 1264 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Blue Cattle Dog Hotel v lokalite St Clair.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite St Clair, s prioritou Medium (6.57), s hodnotením 4.1/5 z 1264 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Blue Cattle Dog Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,65.72,Medium,geo_mismatch,B,geo_mismatch,review_fit | independent_signal | out_of_profile_geography | has_website,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_29358c6e001f,Hotel Pennant Hills,Pennant Hills,Hotel Pennant Hills: krátky postreh,Pozeral som sa na Hotel Pennant Hills v lokalite Pennant Hills.,Pozeral som sa na Hotel Pennant Hills v lokalite Pennant Hills.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Pennant Hills, s prioritou Medium (6.57), s hodnotením 4.0/5 z 1496 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Hotel Pennant Hills v lokalite Pennant Hills.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Pennant Hills, s prioritou Medium (6.57), s hodnotením 4.0/5 z 1496 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Pennant Hills.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,65.7,Medium,geo_mismatch,B,geo_mismatch,review_fit | independent_signal | out_of_profile_geography | has_website,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_08daa0dc47d6,The Richmond Inn,Richmond,The Richmond Inn: krátky postreh,Pozeral som sa na The Richmond Inn v lokalite Richmond.,Pozeral som sa na The Richmond Inn v lokalite Richmond.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Richmond, s prioritou Medium (6.56), s hodnotením 4.0/5 z 434 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na The Richmond Inn v lokalite Richmond.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Richmond, s prioritou Medium (6.56), s hodnotením 4.0/5 z 434 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre The Richmond Inn.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,65.57,Medium,geo_mismatch,B,geo_mismatch,review_fit | independent_signal | out_of_profile_geography | has_website,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_35a59e1c0f4f,Pymble Hotel,Pymble,Pymble Hotel: krátky postreh,Pozeral som sa na Pymble Hotel v lokalite Pymble.,Pozeral som sa na Pymble Hotel v lokalite Pymble.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Pymble, s prioritou Medium (6.54), s hodnotením 4.4/5 z 296 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Pymble Hotel v lokalite Pymble.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Pymble, s prioritou Medium (6.54), s hodnotením 4.4/5 z 296 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Pymble Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,65.37,Medium,geo_mismatch,B,geo_mismatch,review_fit | independent_signal | out_of_profile_geography | has_website,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
