Task name,Description content,Status,Priority,Hotel name,City,Priority score,Contact phone,Contact website,Subject line,Source file
Lead outreach - Crowne Plaza Bratislava,"Hotel: Crowne Plaza Bratislava
Mesto: Bratislava
Priorita band: High
Skóre: 8.75
Web: https://www.ihg.com/crowneplaza/hotels/gb/en/bratislava/btsha/hoteldetail?cm_mmc=GoogleMaps-_-CP-_-SK-_-BTSHA
Telefón: +421 2/593 481 11

Hook: Pozeral som sa na Crowne Plaza Bratislava v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Crowne Plaza Bratislava v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou High (8.75), s hodnotením 4.5/5 z 3045 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Crowne Plaza Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Crowne Plaza Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,2,Crowne Plaza Bratislava,Bratislava,8.75,+421 2/593 481 11,https://www.ihg.com/crowneplaza/hotels/gb/en/bratislava/btsha/hoteldetail?cm_mmc=GoogleMaps-_-CP-_-SK-_-BTSHA,Crowne Plaza Bratislava: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - DoubleTree by Hilton Bratislava,"Hotel: DoubleTree by Hilton Bratislava
Mesto: Bratislava
Priorita band: High
Skóre: 8.75
Web: https://www.hilton.com/en/hotels/btsdidi-doubletree-bratislava/?SEO_id=GMB-EMEA-DI-BTSDIDI
Telefón: +421 2/323 401 11

Hook: Pozeral som sa na DoubleTree by Hilton Bratislava v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na DoubleTree by Hilton Bratislava v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou High (8.75), s hodnotením 4.5/5 z 2016 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre DoubleTree by Hilton Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre DoubleTree by Hilton Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,2,DoubleTree by Hilton Bratislava,Bratislava,8.75,+421 2/323 401 11,https://www.hilton.com/en/hotels/btsdidi-doubletree-bratislava/?SEO_id=GMB-EMEA-DI-BTSDIDI,DoubleTree by Hilton Bratislava: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Falkensteiner Hotel Bratislava,"Hotel: Falkensteiner Hotel Bratislava
Mesto: Bratislava
Priorita band: High
Skóre: 8.74
Web: https://www.falkensteiner.com/en/hotel-bratislava
Telefón: +421 2/592 361 00

Hook: Pozeral som sa na Falkensteiner Hotel Bratislava v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Falkensteiner Hotel Bratislava v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou High (8.74), s hodnotením 4.4/5 z 2496 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Falkensteiner Hotel Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Falkensteiner Hotel Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,2,Falkensteiner Hotel Bratislava,Bratislava,8.74,+421 2/592 361 00,https://www.falkensteiner.com/en/hotel-bratislava,Falkensteiner Hotel Bratislava: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - FanatiX Squash & Fitness Center,"Hotel: FanatiX Squash & Fitness Center
Mesto: Bratislava
Priorita band: High
Skóre: 8.73
Web: http://www.fanatix.sk/
Telefón: +421 949 370 275

Hook: Pozeral som sa na FanatiX Squash & Fitness Center v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na FanatiX Squash & Fitness Center v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou High (8.73), s hodnotením 4.3/5 z 202 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre FanatiX Squash & Fitness Center.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre FanatiX Squash & Fitness Center.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,2,FanatiX Squash & Fitness Center,Bratislava,8.73,+421 949 370 275,http://www.fanatix.sk/,FanatiX Squash & Fitness Center: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Color,"Hotel: Hotel Color
Mesto: Bratislava
Priorita band: High
Skóre: 8.73
Web: https://www.hotelcolor.sk/
Telefón: +421 917 925 200

Hook: Pozeral som sa na Hotel Color v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Color v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou High (8.73), s hodnotením 4.3/5 z 1296 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Color.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Color.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,2,Hotel Color,Bratislava,8.73,+421 917 925 200,https://www.hotelcolor.sk/,Hotel Color: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Divoká voda,"Hotel: Hotel Divoká voda
Mesto: Bratislava
Priorita band: High
Skóre: 8.71
Web: http://www.divokavoda.sk/
Telefón: +421 2/625 280 02

Hook: Pozeral som sa na Hotel Divoká voda v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Divoká voda v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou High (8.71), s hodnotením 4.1/5 z 837 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Divoká voda.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Divoká voda.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,2,Hotel Divoká voda,Bratislava,8.71,+421 2/625 280 02,http://www.divokavoda.sk/,Hotel Divoká voda: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - RAJ zdravia,"Hotel: RAJ zdravia
Mesto: Nové Mesto
Priorita band: High
Skóre: 8.68
Web: https://www.rajzdravia.sk/
Telefón: +421 2/203 407 11

Hook: Pozeral som sa na RAJ zdravia v lokalite Nové Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na RAJ zdravia v lokalite Nové Mesto.
Pozrel som si váš verejný profil v lokalite Nové Mesto, s prioritou High (8.68), s hodnotením 4.3/5 z 146 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre RAJ zdravia.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre RAJ zdravia.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,2,RAJ zdravia,Nové Mesto,8.68,+421 2/203 407 11,https://www.rajzdravia.sk/,RAJ zdravia: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Aston Business hotel,"Hotel: Aston Business hotel
Mesto: Bratislava
Priorita band: High
Skóre: 8.64
Web: http://www.hotelaston.sk/
Telefón: +421 2/536 320 38

Hook: Pozeral som sa na Aston Business hotel v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Aston Business hotel v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou High (8.64), s hodnotením 4.4/5 z 395 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Aston Business hotel.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Aston Business hotel.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,2,Aston Business hotel,Bratislava,8.64,+421 2/536 320 38,http://www.hotelaston.sk/,Aston Business hotel: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Saunička,"Hotel: Saunička
Mesto: Bratislava
Priorita band: High
Skóre: 8.62
Web: http://www.saunicka.sk/
Telefón: +421 948 966 266

Hook: Pozeral som sa na Saunička v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Saunička v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou High (8.62), s hodnotením 4.6/5 z 60 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Saunička.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Saunička.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,2,Saunička,Bratislava,8.62,+421 948 966 266,http://www.saunicka.sk/,Saunička: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Hradná brána,"Hotel: Hotel Hradná brána
Mesto: Devín
Priorita band: High
Skóre: 8.6
Web: http://www.hradna-brana.sk/
Telefón: +421 915 750 845

Hook: Pozeral som sa na Hotel Hradná brána v lokalite Devín.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Hradná brána v lokalite Devín.
Pozrel som si váš verejný profil v lokalite Devín, s prioritou High (8.6), s hodnotením 4.1/5 z 95 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Hradná brána.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Hradná brána.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,2,Hotel Hradná brána,Devín,8.6,+421 915 750 845,http://www.hradna-brana.sk/,Hotel Hradná brána: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - AUROOM - Spa Moments,"Hotel: AUROOM - Spa Moments
Mesto: Bratislava
Priorita band: High
Skóre: 8.6
Web: https://www.auroom.sk/
Telefón: +421 911 401 134

Hook: Pozeral som sa na AUROOM - Spa Moments v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na AUROOM - Spa Moments v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou High (8.6), s hodnotením 5.0/5 z 1 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre AUROOM - Spa Moments.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre AUROOM - Spa Moments.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,2,AUROOM - Spa Moments,Bratislava,8.6,+421 911 401 134,https://www.auroom.sk/,AUROOM - Spa Moments: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Penzión Carpatia,"Hotel: Penzión Carpatia
Mesto: Záhorská Bystrica-Poľný mlyn
Priorita band: High
Skóre: 8.59
Web: http://www.hotelcarpatia.sk/
Telefón: +421 905 155 531

Hook: Pozeral som sa na Penzión Carpatia v lokalite Záhorská Bystrica-Poľný mlyn.

Cold email:
Dobrý deň,

Pozeral som sa na Penzión Carpatia v lokalite Záhorská Bystrica-Poľný mlyn.
Pozrel som si váš verejný profil v lokalite Záhorská Bystrica-Poľný mlyn, s prioritou High (8.59), s hodnotením 3.7/5 z 123 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Penzión Carpatia.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Penzión Carpatia.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,2,Penzión Carpatia,Záhorská Bystrica-Poľný mlyn,8.59,+421 905 155 531,http://www.hotelcarpatia.sk/,Penzión Carpatia: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Penzión Raki & Wellness,"Hotel: Penzión Raki & Wellness
Mesto: Petržalka
Priorita band: Medium-High
Skóre: 8.49
Web: http://www.penzion-bratislava-raki.com/
Telefón: +421 911 747 667

Hook: Pozeral som sa na Penzión Raki & Wellness v lokalite Petržalka.

Cold email:
Dobrý deň,

Pozeral som sa na Penzión Raki & Wellness v lokalite Petržalka.
Pozrel som si váš verejný profil v lokalite Petržalka, s prioritou Medium-High (8.49), s hodnotením 3.8/5 z 305 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Penzión Raki & Wellness.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Penzión Raki & Wellness.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Penzión Raki & Wellness,Petržalka,8.49,+421 911 747 667,http://www.penzion-bratislava-raki.com/,Penzión Raki & Wellness: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Roset Hotel & Residence,"Hotel: Roset Hotel & Residence
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.48
Web: http://www.rosethotel.sk/
Telefón: +421 917 373 209

Hook: Pozeral som sa na Roset Hotel & Residence v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Roset Hotel & Residence v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.48), s hodnotením 4.8/5 z 757 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Roset Hotel & Residence.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Roset Hotel & Residence.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Roset Hotel & Residence,Bratislava,8.48,+421 917 373 209,http://www.rosethotel.sk/,Roset Hotel & Residence: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Max Inn,"Hotel: Hotel Max Inn
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.45
Web: http://www.maxinn.sk/
Telefón: +421 905 120 120

Hook: Pozeral som sa na Hotel Max Inn v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Max Inn v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.45), s hodnotením 4.5/5 z 595 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Max Inn.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Max Inn.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Max Inn,Bratislava,8.45,+421 905 120 120,http://www.maxinn.sk/,Hotel Max Inn: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Danubia Gate,"Hotel: Hotel Danubia Gate
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.45
Web: http://www.danubiagate.sk/
Telefón: +421 917 232 000

Hook: Pozeral som sa na Hotel Danubia Gate v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Danubia Gate v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.45), s hodnotením 4.5/5 z 837 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Danubia Gate.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Danubia Gate.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Danubia Gate,Bratislava,8.45,+421 917 232 000,http://www.danubiagate.sk/,Hotel Danubia Gate: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Tatra,"Hotel: Hotel Tatra
Mesto: Staré Mesto
Priorita band: Medium-High
Skóre: 8.43
Web: http://www.hoteltatra.sk/
Telefón: +421 2/592 721 11

Hook: Pozeral som sa na Hotel Tatra v lokalite Staré Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Tatra v lokalite Staré Mesto.
Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium-High (8.43), s hodnotením 4.3/5 z 2375 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Tatra.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Tatra.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Tatra,Staré Mesto,8.43,+421 2/592 721 11,http://www.hoteltatra.sk/,Hotel Tatra: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel SOREA REGIA Bratislava,"Hotel: Hotel SOREA REGIA Bratislava
Mesto: Staré Mesto
Priorita band: Medium-High
Skóre: 8.4
Web: http://www.sorea.sk/regia
Telefón: +421 2/321 128 70

Hook: Pozeral som sa na Hotel SOREA REGIA Bratislava v lokalite Staré Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel SOREA REGIA Bratislava v lokalite Staré Mesto.
Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium-High (8.4), s hodnotením 4.0/5 z 761 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel SOREA REGIA Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel SOREA REGIA Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel SOREA REGIA Bratislava,Staré Mesto,8.4,+421 2/321 128 70,http://www.sorea.sk/regia,Hotel SOREA REGIA Bratislava: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Modena,"Hotel: Hotel Modena
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.39
Web: http://www.hotelmodena.sk/
Telefón: +421 948 998 488

Hook: Pozeral som sa na Hotel Modena v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Modena v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.39), s hodnotením 3.9/5 z 1055 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Modena.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Modena.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Modena,Bratislava,8.39,+421 948 998 488,http://www.hotelmodena.sk/,Hotel Modena: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
"Lead outreach - Hotel Orlan ( hotel Ružinov , Hotels )","Hotel: Hotel Orlan ( hotel Ružinov , Hotels )
Mesto: Ružinov
Priorita band: Medium-High
Skóre: 8.34
Web: http://www.orlan.sk/
Telefón: +421 915 626 500

Hook: Pozeral som sa na Hotel Orlan ( hotel Ružinov , Hotels ) v lokalite Ružinov.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Orlan ( hotel Ružinov , Hotels ) v lokalite Ružinov.
Pozrel som si váš verejný profil v lokalite Ružinov, s prioritou Medium-High (8.34), s hodnotením 3.9/5 z 447 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Orlan ( hotel Ružinov , Hotels ).
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Orlan ( hotel Ružinov , Hotels ).
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,"Hotel Orlan ( hotel Ružinov , Hotels )",Ružinov,8.34,+421 915 626 500,http://www.orlan.sk/,"Hotel Orlan ( hotel Ružinov , Hotels ): krátky nápad",raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Elysium Spa,"Hotel: Elysium Spa
Mesto: Staré Mesto
Priorita band: Medium-High
Skóre: 8.34
Web: https://www.elysiumspa.sk/
Telefón: +421 911 889 771

Hook: Pozeral som sa na Elysium Spa v lokalite Staré Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na Elysium Spa v lokalite Staré Mesto.
Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium-High (8.34), s hodnotením 4.7/5 z 75 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Elysium Spa.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Elysium Spa.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Elysium Spa,Staré Mesto,8.34,+421 911 889 771,https://www.elysiumspa.sk/,Elysium Spa: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Albrecht,"Hotel: Hotel Albrecht
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.33
Web: https://www.hotelalbrecht.sk/
Telefón: +421 907 666 600

Hook: Pozeral som sa na Hotel Albrecht v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Albrecht v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.33), s hodnotením 4.5/5 z 383 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Albrecht.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Albrecht.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Albrecht,Bratislava,8.33,+421 907 666 600,https://www.hotelalbrecht.sk/,Hotel Albrecht: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Boutique Apartments Possonium,"Hotel: Boutique Apartments Possonium
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.28
Web: http://www.possonium.sk/
Telefón: +421 911 754 339

Hook: Pozeral som sa na Boutique Apartments Possonium v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Boutique Apartments Possonium v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.28), s hodnotením 4.1/5 z 365 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Boutique Apartments Possonium.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Boutique Apartments Possonium.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Boutique Apartments Possonium,Bratislava,8.28,+421 911 754 339,http://www.possonium.sk/,Boutique Apartments Possonium: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Penzion Helios,"Hotel: Penzion Helios
Mesto: Devínska Nová Ves
Priorita band: Medium-High
Skóre: 8.22
Web: http://www.penzionhelios.sk/
Telefón: +421 903 420 206

Hook: Pozeral som sa na Penzion Helios v lokalite Devínska Nová Ves.

Cold email:
Dobrý deň,

Pozeral som sa na Penzion Helios v lokalite Devínska Nová Ves.
Pozrel som si váš verejný profil v lokalite Devínska Nová Ves, s prioritou Medium-High (8.22), s hodnotením 4.3/5 z 293 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Penzion Helios.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Penzion Helios.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Penzion Helios,Devínska Nová Ves,8.22,+421 903 420 206,http://www.penzionhelios.sk/,Penzion Helios: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - The Spa - Luxury thai massage & Spa,"Hotel: The Spa - Luxury thai massage & Spa
Mesto: Petržalka
Priorita band: Medium-High
Skóre: 8.2
Web: http://www.thespa.sk/
Telefón: +421 911 100 861

Hook: Pozeral som sa na The Spa - Luxury thai massage & Spa v lokalite Petržalka.

Cold email:
Dobrý deň,

Pozeral som sa na The Spa - Luxury thai massage & Spa v lokalite Petržalka.
Pozrel som si váš verejný profil v lokalite Petržalka, s prioritou Medium-High (8.2), s hodnotením 4.8/5 z 220 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre The Spa - Luxury thai massage & Spa.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre The Spa - Luxury thai massage & Spa.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,The Spa - Luxury thai massage & Spa,Petržalka,8.2,+421 911 100 861,http://www.thespa.sk/,The Spa - Luxury thai massage & Spa: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Marrol's Boutique Hotel,"Hotel: Marrol's Boutique Hotel
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.17
Web: http://www.hotelmarrols.sk/
Telefón: +421 2/577 846 00

Hook: Pozeral som sa na Marrol's Boutique Hotel v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Marrol's Boutique Hotel v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.17), s hodnotením 4.7/5 z 1448 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Marrol's Boutique Hotel.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Marrol's Boutique Hotel.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Marrol's Boutique Hotel,Bratislava,8.17,+421 2/577 846 00,http://www.hotelmarrols.sk/,Marrol's Boutique Hotel: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
